City_ID,City,Country,Date,Current Description,Lat,Lng,Max Temp,Percent Humidity,Percent Cloudiness,Wind Speed
525,Wajir,KE,2022-04-29 02:21:31,moderate rain,1.7471,40.0573,72.73,91,61,1.97
526,Dongning,CN,2022-04-29 02:21:32,clear sky,44.0622,131.1207,56.84,24,0,8.46
527,Suba,PH,2022-04-29 02:21:32,overcast clouds,10.8438,121.0102,82.67,76,100,2.89
528,Fenoarivo,MG,2022-04-29 02:21:33,broken clouds,-18.933,47.4354,57.27,67,75,6.91
529,Aksarka,RU,2022-04-29 02:21:33,broken clouds,66.5606,67.7975,12.16,84,76,3.69
530,Abu Samrah,SY,2022-04-29 02:21:34,clear sky,35.3029,37.1841,65.98,48,2,4.99
531,Lakes Entrance,AU,2022-04-29 02:21:34,overcast clouds,-37.8811,147.981,78.17,57,100,6.33
532,Nicoya,CR,2022-04-29 02:21:35,broken clouds,10.1483,-85.452,79.11,73,84,9.89
533,Haines Junction,CA,2022-04-29 02:21:35,broken clouds,60.7522,-137.5108,42.75,65,79,2.3
534,Ginir,ET,2022-04-29 02:21:36,overcast clouds,7.1333,40.7,57.63,84,97,3.49
535,Tierralta,CO,2022-04-29 02:21:36,overcast clouds,8.1736,-76.0592,75.92,96,100,1.92
536,Muros,ES,2022-04-29 02:21:37,broken clouds,42.7762,-9.0603,55.09,83,64,8.68
537,Ariquemes,BR,2022-04-29 02:21:37,overcast clouds,-9.9133,-63.0408,74.7,88,100,2.3
538,Paracuru,BR,2022-04-29 02:17:19,few clouds,-3.41,-39.0306,79.11,88,24,7.7
539,Miamisburg,US,2022-04-29 02:21:38,overcast clouds,39.6428,-84.2866,56.1,52,100,5.75
540,Nador,MA,2022-04-29 02:21:39,broken clouds,35.174,-2.9287,61.05,77,75,8.05
541,Itoman,JP,2022-04-29 02:21:39,broken clouds,26.1247,127.6694,84.58,85,75,17.27
542,Samarai,PG,2022-04-29 02:21:40,clear sky,-10.6167,150.6667,85.42,68,8,9.89
543,Bonavista,CA,2022-04-29 02:21:40,overcast clouds,48.6499,-53.1147,36.27,95,100,9.08
544,Tukrah,LY,2022-04-29 02:21:41,overcast clouds,32.5341,20.5791,68.88,41,100,15.14
545,Gryazi,RU,2022-04-29 02:21:41,overcast clouds,52.4966,39.9359,41.11,66,96,8.63
546,Prieska,ZA,2022-04-29 02:21:42,clear sky,-29.6641,22.7474,65.7,57,3,16.35
547,Katherine,AU,2022-04-29 02:21:23,clear sky,-14.4667,132.2667,93.52,46,0,4.61
548,Shenjiamen,CN,2022-04-29 02:21:43,overcast clouds,29.9576,122.298,56.7,87,100,20.18
549,Olbia,IT,2022-04-29 02:17:36,clear sky,40.9214,9.4856,44.65,87,0,1.14
550,Shiraz,IR,2022-04-29 02:17:57,few clouds,29.6036,52.5388,56.64,51,18,0.0
551,Pulandian,CN,2022-04-29 02:22:44,clear sky,39.3953,121.9669,61.23,30,0,8.88
552,Adeje,ES,2022-04-29 02:22:45,few clouds,28.1227,-16.726,63.48,69,20,8.05
553,Atar,MR,2022-04-29 02:22:45,clear sky,20.5169,-13.0499,75.42,16,3,7.58
554,Doume,CM,2022-04-29 02:22:46,overcast clouds,4.2333,13.45,68.85,98,100,2.39
555,Kavaratti,IN,2022-04-29 02:22:46,broken clouds,10.5669,72.642,84.67,75,75,5.19
556,Plouzane,FR,2022-04-29 02:22:47,mist,48.3833,-4.6167,48.52,100,11,8.05
557,Noumea,NC,2022-04-29 02:22:47,light rain,-22.2763,166.4572,75.99,99,100,19.01
558,Bukama,CD,2022-04-29 02:22:48,scattered clouds,-9.2,25.85,65.17,95,42,2.24
559,Ozinki,RU,2022-04-29 02:22:48,clear sky,51.1786,49.6769,42.75,81,2,10.69
560,Itainopolis,BR,2022-04-29 02:22:49,broken clouds,-7.4469,-41.4783,76.05,67,75,4.81
561,Marzuq,YE,2022-04-29 02:22:50,few clouds,14.4,46.4667,69.44,48,14,4.56
562,Kuna,US,2022-04-29 02:22:50,few clouds,43.4918,-116.4201,45.32,76,20,12.66
563,Alihe,CN,2022-04-29 02:22:51,overcast clouds,50.5667,123.7167,45.19,46,100,6.8
564,Vilcun,CL,2022-04-29 02:22:51,clear sky,-38.65,-72.2333,36.34,93,4,2.26
565,Soavinandriana,MG,2022-04-29 02:22:52,broken clouds,-19.1667,46.7333,54.99,82,79,5.03
566,La Libertad,EC,2022-04-29 02:22:52,overcast clouds,-2.2333,-80.9,73.04,82,99,5.88
567,Le Vauclin,MQ,2022-04-29 02:22:53,clear sky,14.5452,-60.8388,77.85,94,0,3.44
568,Svetlaya,RU,2022-04-29 02:22:53,few clouds,46.5389,138.3297,49.8,35,15,5.86
569,Praia,CV,2022-04-29 02:22:54,few clouds,14.9215,-23.5087,68.54,77,20,13.8
570,Thanatpin,MM,2022-04-29 02:22:55,overcast clouds,17.2119,96.3033,87.98,56,100,4.9
571,Pampa,US,2022-04-29 02:22:55,clear sky,35.5362,-100.9599,81.55,53,0,14.97
572,Kasempa,ZM,2022-04-29 02:20:20,few clouds,-13.4584,25.8338,54.21,97,14,4.88
573,Vao,NC,2022-04-29 02:22:56,overcast clouds,-22.6667,167.4833,75.16,72,100,24.36
574,Marsabit,KE,2022-04-29 02:22:56,light rain,2.3284,37.9899,62.89,90,80,7.54
575,Independencia,BR,2022-04-29 02:22:57,broken clouds,-5.3964,-40.3086,73.65,67,78,0.25
576,Norman Wells,CA,2022-04-29 02:22:57,broken clouds,65.282,-126.8329,39.24,52,75,11.5
577,Fukue,JP,2022-04-29 02:22:58,broken clouds,32.6881,128.8419,57.56,94,75,26.46
578,Kloulklubed,PW,2022-04-29 02:22:58,heavy intensity rain,7.0419,134.2556,77.5,93,100,1.12
579,Skibbereen,IE,2022-04-29 02:22:59,overcast clouds,51.55,-9.2667,44.11,82,100,1.66
580,Dingle,PH,2022-04-29 02:20:04,overcast clouds,10.9995,122.6711,85.46,70,100,9.64
581,Lompoc,US,2022-04-29 02:20:09,clear sky,34.6391,-120.4579,61.79,71,0,19.57
582,San Quintin,MX,2022-04-29 02:23:00,clear sky,30.4833,-115.95,58.84,71,0,21.36
583,Plattsburgh,US,2022-04-29 02:23:01,clear sky,44.6995,-73.4529,43.95,31,0,12.66
584,Eucaliptus,BO,2022-04-29 02:23:01,clear sky,-17.5833,-67.5167,47.37,72,4,8.93
585,Atagay,RU,2022-04-29 02:23:02,overcast clouds,55.1033,99.3875,48.97,71,100,3.58
586,Muli,MV,2022-04-29 02:23:02,overcast clouds,2.9167,73.5667,84.65,72,92,9.24
587,Airai,TL,2022-04-29 02:20:57,broken clouds,-8.9266,125.4092,74.7,45,82,2.15
588,Rio Grande,BR,2022-04-29 02:23:03,light rain,-32.035,-52.0986,56.95,79,0,10.22
589,Chimore,BO,2022-04-29 02:23:04,moderate rain,-16.9833,-65.1333,72.52,98,98,2.35
590,Semirom,IR,2022-04-29 02:23:04,overcast clouds,31.4167,51.5667,49.75,52,100,4.0
591,Shieli,KZ,2022-04-29 02:23:05,overcast clouds,44.1667,66.75,68.14,25,100,2.21
592,Kilindoni,TZ,2022-04-29 02:23:06,light rain,-7.9139,39.6668,79.25,78,28,15.79
593,The Valley,AI,2022-04-29 02:23:06,overcast clouds,18.217,-63.0578,77.83,71,100,14.72
594,Nelson Bay,AU,2022-04-29 02:23:07,broken clouds,-32.7167,152.15,79.09,76,77,5.26
595,Mogadishu,SO,2022-04-29 02:21:55,light rain,2.0371,45.3438,82.13,77,95,7.18
596,Shizukuishi,JP,2022-04-29 02:23:08,light rain,39.6833,140.9833,54.37,60,100,6.06
597,Ahuimanu,US,2022-04-29 02:23:08,broken clouds,21.4447,-157.8378,83.34,67,75,13.8
598,Dzhebariki-Khaya,RU,2022-04-29 02:24:09,broken clouds,62.2167,135.8,30.22,64,53,5.37
599,Wajima,JP,2022-04-29 02:24:09,broken clouds,37.4,136.9,54.28,66,75,12.66
600,Griffith,US,2022-04-29 02:24:10,overcast clouds,41.5284,-87.4237,50.05,63,100,12.66
601,Denpasar,ID,2022-04-29 02:24:10,few clouds,-8.65,115.2167,83.86,79,20,4.61
602,Tonota,BW,2022-04-29 02:24:11,clear sky,-21.4833,27.4833,55.11,75,0,3.36
603,Bilibino,RU,2022-04-29 02:20:19,overcast clouds,68.0546,166.4372,31.64,92,100,1.48
604,Mlawa,PL,2022-04-29 02:24:12,overcast clouds,53.1128,20.3841,42.42,71,100,3.29
605,Oga,IT,2022-04-29 02:24:13,clear sky,46.4631,10.347,41.81,82,4,0.69
606,Quatre Cocos,MU,2022-04-29 02:24:13,few clouds,-20.2078,57.7625,74.08,81,16,8.1
607,Zemio,CF,2022-04-29 02:24:14,overcast clouds,5.0314,25.1361,67.89,98,95,2.93
608,Yurimaguas,PE,2022-04-29 02:24:14,overcast clouds,-5.9,-76.0833,73.78,96,99,0.92
609,Eskil,TR,2022-04-29 02:24:15,clear sky,38.4017,33.4131,56.82,63,10,4.7
610,Virginia Beach,US,2022-04-29 02:23:22,clear sky,36.8529,-75.978,55.47,63,0,0.0
611,Coihaique,CL,2022-04-29 02:24:16,scattered clouds,-45.5752,-72.0662,30.15,93,40,3.44
612,Linhares,BR,2022-04-29 02:24:16,clear sky,-19.3911,-40.0722,69.22,94,0,0.67
613,Amahai,ID,2022-04-29 02:24:17,broken clouds,-3.3333,128.9167,83.12,72,82,3.06
614,Dubai,AE,2022-04-29 02:23:43,few clouds,25.2582,55.3047,84.13,39,22,4.61
615,Wewak,PG,2022-04-29 02:24:18,overcast clouds,-3.5534,143.6268,85.69,67,100,3.8
616,Pierre,US,2022-04-29 02:24:18,clear sky,44.3683,-100.351,60.06,61,0,9.22
617,Mitu,CO,2022-04-29 02:24:19,moderate rain,1.1983,-70.1733,73.53,98,100,1.61
618,Erzin,TR,2022-04-29 02:24:20,clear sky,36.9559,36.2,63.99,58,0,3.58
619,Prado,BR,2022-04-29 02:24:20,clear sky,-17.3411,-39.2208,74.17,88,0,4.5
620,Belmonte,BR,2022-04-29 02:24:21,clear sky,-15.8631,-38.8828,75.38,86,3,6.58
621,Port Dover,CA,2022-04-29 02:24:21,clear sky,42.7834,-80.1997,39.81,79,3,8.88
622,Bogovina,RS,2022-04-29 02:24:22,broken clouds,43.895,21.9403,52.52,94,82,3.83
623,Shangzhi,CN,2022-04-29 02:24:22,clear sky,45.2167,127.9667,59.77,23,2,9.98
624,Luancheng,CN,2022-04-29 02:24:23,overcast clouds,37.8792,114.6517,57.36,48,93,7.43
625,Puerto Escondido,MX,2022-04-29 02:24:24,scattered clouds,15.85,-97.0667,83.23,69,40,0.0
626,Belyy Yar,RU,2022-04-29 02:24:24,clear sky,53.6039,91.3903,52.86,43,0,4.47
627,Sandila,IN,2022-04-29 02:24:25,clear sky,27.0833,80.5167,92.12,12,0,5.17
628,Goderich,CA,2022-04-29 02:19:34,clear sky,43.7501,-81.7165,35.91,74,2,5.75
629,Ravar,IR,2022-04-29 02:24:26,overcast clouds,31.2656,56.8055,73.2,22,94,6.98
630,Cabedelo,BR,2022-04-29 02:24:26,overcast clouds,-6.9811,-34.8339,75.87,82,97,10.76
631,Gravdal,NO,2022-04-29 02:24:27,light snow,68.1214,13.5031,34.0,62,100,15.64
632,Grindavik,IS,2022-04-29 02:24:27,broken clouds,63.8424,-22.4338,48.15,100,75,9.22
633,Acapulco,MX,2022-04-29 02:24:28,clear sky,16.8634,-99.8901,80.42,83,0,2.3
634,Kintampo,GH,2022-04-29 02:24:29,overcast clouds,8.0563,-1.7306,75.0,73,97,1.59
635,Kirovskiy,RU,2022-04-29 02:24:29,clear sky,45.0917,133.5136,54.95,19,0,3.91
636,Graaff-Reinet,ZA,2022-04-29 02:24:30,clear sky,-32.2522,24.5308,63.91,60,0,11.97
637,Homer,US,2022-04-29 02:24:30,clear sky,59.6425,-151.5483,48.79,51,0,17.0
638,Quelimane,MZ,2022-04-29 02:24:31,scattered clouds,-17.8786,36.8883,69.75,94,40,4.61
639,Bilma,NE,2022-04-29 02:24:31,overcast clouds,18.6853,12.9164,85.15,10,100,9.26
640,Mayo,US,2022-04-29 02:24:32,clear sky,38.8876,-76.5119,53.55,53,0,8.05
641,Ostrovnoy,RU,2022-04-29 02:24:32,broken clouds,68.0531,39.5131,15.06,86,57,19.62
642,Sicuani,PE,2022-04-29 02:25:33,overcast clouds,-14.2694,-71.2261,44.55,83,100,2.19
643,Ust-Tarka,RU,2022-04-29 02:25:34,overcast clouds,55.5672,75.705,63.5,43,100,13.8
644,Mandalgovi,MN,2022-04-29 02:25:34,clear sky,45.7625,106.2708,35.73,27,3,19.15
645,Krasnoselkup,RU,2022-04-29 02:25:35,light snow,65.7,82.4667,27.14,95,98,12.53
646,Callaway,US,2022-04-29 02:25:35,clear sky,30.153,-85.5699,70.0,83,0,3.44
647,Lima,PE,2022-04-29 02:23:08,few clouds,-12.0432,-77.0282,68.9,76,20,6.91
648,Rabo De Peixe,PT,2022-04-29 02:25:36,light intensity drizzle rain,37.8,-25.5833,63.28,88,75,19.57
649,Salinopolis,BR,2022-04-29 02:21:30,overcast clouds,-0.6136,-47.3561,77.72,89,88,9.71
650,Witu,KE,2022-04-29 02:25:37,overcast clouds,-2.3889,40.4382,78.96,91,96,7.96
651,Gamba,GA,2022-04-29 02:25:37,broken clouds,-2.65,10.0,76.28,90,57,1.45
652,Codajas,BR,2022-04-29 02:25:38,overcast clouds,-3.8367,-62.0569,74.73,98,100,2.84
653,Bambanglipuro,ID,2022-04-29 02:25:39,scattered clouds,-7.95,110.2833,83.26,76,47,4.34
654,Wyndham,US,2022-04-29 02:25:39,clear sky,37.6985,-77.6125,48.94,73,0,0.0
655,Lugo,ES,2022-04-29 02:25:40,scattered clouds,43.0,-7.5,45.91,100,39,0.36
656,Weston,US,2022-04-29 02:25:40,overcast clouds,26.1004,-80.3998,76.01,87,100,1.01
657,Taos,US,2022-04-29 02:25:41,clear sky,36.4072,-105.5731,61.2,15,0,8.05
658,Kuteynykove,UA,2022-04-29 02:25:41,overcast clouds,47.8123,38.2882,54.05,62,100,5.66
659,Coolum Beach,AU,2022-04-29 02:25:42,few clouds,-26.5333,153.1,79.11,78,11,10.31
660,Jales,BR,2022-04-29 02:25:42,scattered clouds,-20.2689,-50.5458,73.56,45,39,6.87
661,Turtas,RU,2022-04-29 02:25:43,broken clouds,58.9417,69.1325,44.8,82,52,12.03
662,Mizdah,LY,2022-04-29 02:25:43,clear sky,31.4451,12.9801,55.49,55,3,8.75
663,Kapoeta,SS,2022-04-29 02:25:44,overcast clouds,4.7717,33.5903,73.27,72,100,5.32
664,Santo Tomas,PH,2022-04-29 02:25:44,overcast clouds,14.1079,121.1414,89.85,50,96,10.38
665,Soma,TR,2022-04-29 02:25:45,broken clouds,39.1855,27.6094,50.72,88,63,7.99
666,Yerbogachen,RU,2022-04-29 02:25:46,broken clouds,61.2767,108.0108,42.62,69,62,10.89
667,Riyadh,SA,2022-04-29 02:25:46,overcast clouds,24.6877,46.7219,69.94,64,100,7.54
668,Kokstad,ZA,2022-04-29 02:25:47,clear sky,-30.5472,29.4241,47.7,64,1,5.86
669,Shingu,JP,2022-04-29 02:25:47,moderate rain,33.7333,135.9833,61.5,97,100,8.7
670,Huntington,US,2022-04-29 02:25:48,overcast clouds,38.4193,-82.4452,55.33,63,100,3.96
671,Liuzhou,CN,2022-04-29 02:25:48,scattered clouds,24.3126,109.3892,75.04,77,49,10.92
672,Ust-Kuyga,RU,2022-04-29 02:25:49,scattered clouds,70.0167,135.6,16.03,86,48,8.14
673,Artyom,AZ,2022-04-29 02:25:49,clear sky,40.4723,50.333,55.54,75,1,5.37
674,Katobu,ID,2022-04-29 02:25:50,broken clouds,-4.9408,122.5276,86.23,63,80,4.7
675,Lohja,FI,2022-04-29 02:25:50,clear sky,60.2486,24.0653,32.45,100,6,6.15
676,Karauli,IN,2022-04-29 02:25:51,broken clouds,26.5,77.0167,91.89,13,75,12.66
677,Luwuk,ID,2022-04-29 02:25:52,overcast clouds,-0.9516,122.7875,85.78,68,86,2.86
678,Asyut,EG,2022-04-29 02:25:52,scattered clouds,27.181,31.1837,77.49,10,32,6.51
679,Narsaq,GL,2022-04-29 02:25:53,overcast clouds,60.9167,-46.05,43.02,83,100,1.16
680,Marawi,PH,2022-04-29 02:25:53,broken clouds,7.9986,124.2928,80.11,69,84,3.56
681,Kaduqli,SD,2022-04-29 02:25:54,overcast clouds,11.0167,29.7167,84.11,49,95,5.14
682,Berlevag,NO,2022-04-29 02:25:54,light snow,70.8578,29.0864,22.8,73,100,21.9
683,Khasan,RU,2022-04-29 02:25:55,few clouds,42.4308,130.6434,48.88,54,20,9.82
684,Batagay,RU,2022-04-29 02:25:56,overcast clouds,67.6333,134.6333,22.33,74,97,1.16
685,Westport,US,2022-04-29 02:25:56,clear sky,41.1415,-73.3579,48.81,32,0,13.8
686,Maumere,ID,2022-04-29 02:25:57,broken clouds,-8.6199,122.2111,84.13,69,75,2.73
687,Ormara,PK,2022-04-29 02:25:57,clear sky,25.2088,64.6357,83.3,79,0,14.43
688,Leh,IN,2022-04-29 02:26:58,overcast clouds,34.1667,77.5833,40.5,76,99,3.51
689,Pindiga,NG,2022-04-29 02:26:58,overcast clouds,9.9833,10.9333,79.59,57,100,10.42
690,Buala,SB,2022-04-29 02:26:59,light rain,-8.145,159.5921,85.69,69,100,4.09
691,Bereda,ES,2022-04-29 02:26:59,scattered clouds,43.2686,-7.5406,46.58,100,39,1.79
692,Sur,OM,2022-04-29 02:27:00,broken clouds,22.5667,59.5289,87.94,39,60,9.42
693,Zeerust,ZA,2022-04-29 02:27:00,clear sky,-25.5369,26.0751,53.19,73,2,2.15
694,Liverpool,GB,2022-04-29 02:27:01,overcast clouds,53.4106,-2.9779,47.61,76,100,5.75
695,Espinosa,BR,2022-04-29 02:27:02,clear sky,-14.9261,-42.8192,67.57,70,0,4.92
696,Pitimbu,BR,2022-04-29 02:27:02,broken clouds,-7.4706,-34.8086,75.79,79,76,10.8
697,Taman,RU,2022-04-29 02:27:03,overcast clouds,45.2117,36.7161,56.71,75,99,12.55
698,Abu Dhabi,AE,2022-04-29 02:27:03,clear sky,24.4667,54.3667,84.22,49,0,8.05
699,Shimoni,KE,2022-04-29 02:27:04,light rain,-4.6476,39.3817,77.52,82,86,14.05
700,Amapa,BR,2022-04-29 02:27:04,overcast clouds,1.0,-52.0,72.45,99,100,2.19
